panel_index,panel_title,panel_xlabel,panel_ylabel,panel_type,layer,series_index,series_label,point_index,x,y,width,height
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,line,0,_child70,0.0,0.0,0.0,,
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,line,0,_child70,1.0,1.0,0.0,,
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,0,_nolegend_,,0.7,0.0,0.6000000000000001,0.08265703171491623
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,1,_nolegend_,,1.7,0.0,0.6000000000000001,0.0144029026851058
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,2,_nolegend_,,2.7,0.0,0.6000000000000001,0.06003021076321602
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,3,_nolegend_,,3.7,0.0,0.6000000000000001,0.15954914689064026
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,4,_nolegend_,,4.7,0.0,0.6000000000000001,0.3528311252593994
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,5,_nolegend_,,0.7,0.08265703171491623,0.6000000000000001,0.07628067582845688
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,6,_nolegend_,,1.7,0.0144029026851058,0.6000000000000001,0.871131420135498
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,7,_nolegend_,,2.7,0.06003021076321602,0.6000000000000001,0.01544900517910719
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,8,_nolegend_,,3.7,0.15954914689064026,0.6000000000000001,0.04706307500600815
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,9,_nolegend_,,4.7,0.3528311252593994,0.6000000000000001,0.04450502619147301
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,10,_nolegend_,,0.7,0.1589377075433731,0.6000000000000001,0.1518949568271637
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,11,_nolegend_,,1.7,0.8855343228206038,0.6000000000000001,0.02875988930463791
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,12,_nolegend_,,2.7,0.07547921594232321,0.6000000000000001,0.06209570914506912
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,13,_nolegend_,,3.7,0.2066122218966484,0.6000000000000001,0.1744069904088974
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,14,_nolegend_,,4.7,0.3973361514508724,0.6000000000000001,0.0781860202550888
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,15,_nolegend_,,0.7,0.3108326643705368,0.6000000000000001,0.010940243490040302
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,16,_nolegend_,,1.7,0.9142942121252418,0.6000000000000001,0.002229871926829219
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,17,_nolegend_,,2.7,0.13757492508739233,0.6000000000000001,0.005152526777237654
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,18,_nolegend_,,3.7,0.3810192123055458,0.6000000000000001,0.013686524704098701
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,19,_nolegend_,,4.7,0.4755221717059612,0.6000000000000001,0.006090712733566761
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,20,_nolegend_,,0.7,0.3217729078605771,0.6000000000000001,0.6399668455123901
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,21,_nolegend_,,1.7,0.916524084052071,0.6000000000000001,0.046501293778419495
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,22,_nolegend_,,2.7,0.14272745186462998,0.6000000000000001,0.8293807506561279
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,23,_nolegend_,,3.7,0.3947057370096445,0.6000000000000001,0.5268207788467407
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,24,_nolegend_,,4.7,0.481612884439528,0.6000000000000001,0.3780720829963684
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,25,_nolegend_,,0.7,0.9617397533729672,0.6000000000000001,0.031170640140771866
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,26,_nolegend_,,1.7,0.9630253778304905,0.6000000000000001,0.03401198983192444
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,27,_nolegend_,,2.7,0.9721082025207579,0.6000000000000001,0.02284691482782364
