panel_index,panel_title,panel_xlabel,panel_ylabel,panel_type,layer,series_index,series_label,point_index,x,y,width,height
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,line,0,_child70,0.0,0.0,0.0,,
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,line,0,_child70,1.0,1.0,0.0,,
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,0,_nolegend_,,0.7,0.0,0.6000000000000001,0.0221901573240757
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,1,_nolegend_,,1.7,0.0,0.6000000000000001,0.008989788591861725
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,2,_nolegend_,,2.7,0.0,0.6000000000000001,0.0018640474881976843
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,3,_nolegend_,,3.7,0.0,0.6000000000000001,0.0014979804400354624
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,4,_nolegend_,,4.7,0.0,0.6000000000000001,0.004091780632734299
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,5,_nolegend_,,0.7,0.0221901573240757,0.6000000000000001,0.03559672832489014
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,6,_nolegend_,,1.7,0.008989788591861725,0.6000000000000001,0.0008341781795024872
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,7,_nolegend_,,2.7,0.0018640474881976843,0.6000000000000001,0.0005223078187555075
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,8,_nolegend_,,3.7,0.0014979804400354624,0.6000000000000001,0.0002594463585410267
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,9,_nolegend_,,4.7,0.004091780632734299,0.6000000000000001,0.0019106949912384152
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,10,_nolegend_,,0.7,0.057786885648965836,0.6000000000000001,0.039451491087675095
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,11,_nolegend_,,1.7,0.009823966771364212,0.6000000000000001,0.4375761151313782
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,12,_nolegend_,,2.7,0.0023863553069531918,0.6000000000000001,0.9653131365776062
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,13,_nolegend_,,3.7,0.001757426798576489,0.6000000000000001,0.006036780308932066
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,14,_nolegend_,,4.7,0.006002475623972714,0.6000000000000001,0.13116344809532166
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,15,_nolegend_,,0.7,0.09723837673664093,0.6000000000000001,0.002594194607809186
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,16,_nolegend_,,1.7,0.4474000819027424,0.6000000000000001,0.1484687477350235
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,17,_nolegend_,,2.7,0.9676994918845594,0.6000000000000001,0.01984083652496338
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,18,_nolegend_,,3.7,0.007794207107508555,0.6000000000000001,0.0008380827493965626
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,19,_nolegend_,,4.7,0.13716592371929437,0.6000000000000001,0.01844898611307144
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,20,_nolegend_,,0.7,0.09983257134445012,0.6000000000000001,0.8780476450920105
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,21,_nolegend_,,1.7,0.5958688296377659,0.6000000000000001,0.3930814862251282
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,22,_nolegend_,,2.7,0.9875403284095228,0.6000000000000001,0.007042184472084045
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,23,_nolegend_,,3.7,0.008632289856905118,0.6000000000000001,0.9901018142700195
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,24,_nolegend_,,4.7,0.1556149098323658,0.6000000000000001,0.8374841213226318
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,25,_nolegend_,,0.7,0.9778802164364606,0.6000000000000001,0.018192609772086143
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,26,_nolegend_,,1.7,0.9889503158628941,0.6000000000000001,0.004221235401928425
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,27,_nolegend_,,2.7,0.9945825128816068,0.6000000000000001,0.0008651891839690506
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,28,_nolegend_,,3.7,0.9987341041269246,0.6000000000000001,0.0004834401188418269
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,29,_nolegend_,,4.7,0.9930990311549976,0.6000000000000001,0.002466880716383457
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,30,_nolegend_,,0.7,0.9960728262085468,0.6000000000000001,0.003927197307348251
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,31,_nolegend_,,1.7,0.9931715512648225,0.6000000000000001,0.006828537676483393
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,32,_nolegend_,,2.7,0.9954477020655759,0.6000000000000001,0.004552186466753483
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,33,_nolegend_,,3.7,0.9992175442457665,0.6000000000000001,0.0007823980413377285
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,34,_nolegend_,,4.7,0.9955659118713811,0.6000000000000001,0.004434215370565653
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,35,_nolegend_,,0.7,0.0,0.6000000000000001,-0.06240047514438629
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,36,_nolegend_,,1.7,0.0,0.6000000000000001,-0.006766883190721273
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,37,_nolegend_,,2.7,0.0,0.6000000000000001,-0.017622070387005806
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,38,_nolegend_,,3.7,0.0,0.6000000000000001,-0.00809929333627224
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,39,_nolegend_,,4.7,0.0,0.6000000000000001,-0.01305993553251028
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,40,_nolegend_,,0.7,-0.06240047514438629,0.6000000000000001,-0.03607155755162239
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,41,_nolegend_,,1.7,-0.006766883190721273,0.6000000000000001,-0.0031682339031249285
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,42,_nolegend_,,2.7,-0.017622070387005806,0.6000000000000001,-0.010443652048707008
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,43,_nolegend_,,3.7,-0.00809929333627224,0.6000000000000001,-0.004873635713011026
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,44,_nolegend_,,4.7,-0.01305993553251028,0.6000000000000001,-0.003059932729229331
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,45,_nolegend_,,0.7,-0.09847203269600868,0.6000000000000001,-0.039805203676223755
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,46,_nolegend_,,1.7,-0.009935117093846202,0.6000000000000001,-0.04359783977270126
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,47,_nolegend_,,2.7,-0.028065722435712814,0.6000000000000001,-0.11713637411594391
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,48,_nolegend_,,3.7,-0.012972929049283266,0.6000000000000001,-0.011684423312544823
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,49,_nolegend_,,4.7,-0.01611986826173961,0.6000000000000001,-0.14850689470767975
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,50,_nolegend_,,0.7,-0.13827723637223244,0.6000000000000001,-0.003325290745124221
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,51,_nolegend_,,1.7,-0.053532956866547465,0.6000000000000001,-0.0038417575415223837
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,52,_nolegend_,,2.7,-0.14520209655165672,0.6000000000000001,-0.01701904460787773
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,53,_nolegend_,,3.7,-0.02465735236182809,0.6000000000000001,-0.0014785871608182788
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,54,_nolegend_,,4.7,-0.16462676296941936,0.6000000000000001,-0.02558077499270439
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,55,_nolegend_,,0.7,-0.14160252711735666,0.6000000000000001,-0.8094893097877502
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,56,_nolegend_,,1.7,-0.05737471440806985,0.6000000000000001,-0.9365402460098267
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,57,_nolegend_,,2.7,-0.16222114115953445,0.6000000000000001,-0.8192979097366333
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,58,_nolegend_,,3.7,-0.026135939522646368,0.6000000000000001,-0.9651806354522705
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,59,_nolegend_,,4.7,-0.19020753796212375,0.6000000000000001,-0.7946390509605408
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,60,_nolegend_,,0.7,-0.9510918369051069,0.6000000000000001,-0.04432195425033569
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,61,_nolegend_,,1.7,-0.9939149604178965,0.6000000000000001,-0.0020021474920213223
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,62,_nolegend_,,2.7,-0.9815190508961678,0.6000000000000001,-0.010133162140846252
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,63,_nolegend_,,3.7,-0.9913165749749169,0.6000000000000001,-0.005979540292173624
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,64,_nolegend_,,4.7,-0.9848465889226645,0.6000000000000001,-0.00524136982858181
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,65,_nolegend_,,0.7,-0.9954137911554426,0.6000000000000001,-0.004586284980177879
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,66,_nolegend_,,1.7,-0.9959171079099178,0.6000000000000001,-0.004082805477082729
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,67,_nolegend_,,2.7,-0.991652213037014,0.6000000000000001,-0.008347896859049797
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,68,_nolegend_,,3.7,-0.9972961152670905,0.6000000000000001,-0.0027038143016397953
0,Emotion public vs OTR --- senior leader (no stance),Debate turn,probability,rectilinear,patch,69,_nolegend_,,4.7,-0.9900879587512463,0.6000000000000001,-0.009912065230309963
